league,name,position,team,description,line_score,stat_type,flash_sale_line_score,is_promo,start_time,updated_at
NFL,Russell Wilson,QB,DEN,LA,235.5,Pass+Rush Yds,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:48:51-05:00
NFL,Russell Wilson,QB,DEN,LA,14.5,Rush Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T15:06:00-05:00
NFL,Russell Wilson,QB,DEN,LA,0.5,INT,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:11:15-05:00
NFL1H,Russell Wilson,QB,DEN,LA 1st Half,108.5,Pass Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:35:50-05:00
NFL,Russell Wilson,QB,DEN,LA,217.5,Pass Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:15:46-05:00
NFL1H,Russell Wilson,QB,DEN,LA 1st Half,6.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:15:43-05:00
NFL,Russell Wilson,QB,DEN,LA,14.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:16:34-05:00
NFL,Baker Mayfield,QB,LA,DEN,10,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:11:23-05:00
NFL1H,Baker Mayfield,QB,LA,DEN 1st Half,5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:05:58-05:00
NFL1H,Latavius Murray,RB,DEN,LA 1st Half,30.5,Rush Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:12:37-05:00
NFL,Latavius Murray,RB,DEN,,11.5,Receiving Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T18:52:41-05:00
NFL,Latavius Murray,RB,DEN,LA,60.5,Rush Yards,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:12:37-05:00
NFL,Latavius Murray,RB,DEN,LA,11.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:43:24-05:00
NFL1H,Latavius Murray,RB,DEN,LA 1st Half,5.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:05:01-05:00
NFL,Latavius Murray,RB,DEN,LA,76.5,Rush+Rec Yds,,False,2022-12-25T16:30:00-05:00,2022-12-23T15:17:03-05:00
NFL,Cam Akers,RB,LA,DEN,53.5,Rush Yards,,False,2022-12-25T16:30:00-05:00,2022-12-24T11:21:21-05:00
NFL1H,Cam Akers,RB,LA,DEN 1st Half,26.5,Rush Yards,,False,2022-12-25T16:30:00-05:00,2022-12-24T11:13:41-05:00
NFL,Cam Akers,RB,LA,DEN,10.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:02:13-05:00
NFL1H,Cam Akers,RB,LA,DEN 1st Half,5.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:36:47-05:00
NFL,Courtland Sutton,WR,DEN,LA,11.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:39:48-05:00
NFL1H,Jerry Jeudy,WR,DEN,LA 1st Half,31.5,Receiving Yards,,False,2022-12-25T16:30:00-05:00,2022-12-19T14:45:08-05:00
NFL,Jerry Jeudy,WR,DEN,LA,63.5,Receiving Yards,,False,2022-12-25T16:30:00-05:00,2022-12-19T13:19:25-05:00
NFL,Tutu Atwell,WR,LA,DEN,9,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T15:52:53-05:00
NFL1H,Tutu Atwell,WR,LA,DEN 1st Half,4.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:36:47-05:00
NFL1H,Jerry Jeudy,WR,DEN,LA 1st Half,6,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:22:48-05:00
NFL,Jerry Jeudy,WR,DEN,LA,12,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:32:42-05:00
NFL,Van Jefferson,WR,LA,DEN,7.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:53:59-05:00
NFL,Greg Dulcich,TE,DEN,LA,7,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:38:55-05:00
NFL1H,Greg Dulcich,TE,DEN,LA 1st Half,3.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T16:55:30-05:00
NFL1H,Tyler Higbee,TE,LA,DEN 1st Half,4,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:38:20-05:00
NFL,Tyler Higbee,TE,LA,DEN,9.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:25:55-05:00
NFL1H,Brandon McManus,K,DEN,LA 1st Half,3.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T15:17:20-05:00
NFL,Brandon McManus,K,DEN,LA,7,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:24:58-05:00
NFL,Matt Gay,K,LA,DEN,6.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:23:01-05:00
NFL1H,Matt Gay,K,LA,DEN 1st Half,3.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T14:05:58-05:00
NFL,Broncos DST,DST,DEN,LAR,7.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T03:13:17-05:00
NFL,Rams DST,DST,LA,DEN,5.5,Fantasy Score,,False,2022-12-25T16:30:00-05:00,2022-12-24T09:34:49-05:00
NFL,Tom Brady,QB,TB,ARI,265.5,Pass Yards,,False,2022-12-25T20:20:00-05:00,2022-12-19T13:14:02-05:00
NFL1H,Tom Brady,QB,TB,ARI 1st Half,132.5,Pass Yards,,False,2022-12-25T20:20:00-05:00,2022-12-19T13:15:55-05:00
NFL1H,Tom Brady,QB,TB,ARI 1st Half,7.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:05:59-05:00
NFL,Tom Brady,QB,TB,ARI,17.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:51:46-05:00
NFL1H,Trace McSorley,QB,ARI,TB 1st Half,80.5,Pass Yards,,False,2022-12-25T20:20:00-05:00,2022-12-24T17:41:55-05:00
NFL,Trace McSorley,QB,ARI,TB,11.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:59:50-05:00
NFL1H,Trace McSorley,QB,ARI,TB 1st Half,5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:16:34-05:00
NFL,Trace McSorley,QB,ARI,TB,160.5,Pass Yards,,False,2022-12-25T20:20:00-05:00,2022-12-24T17:41:55-05:00
NFL,Rachaad White,RB,TB,ARI,12.5,Rush Attempts,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:59:54-05:00
NFL,Rachaad White,RB,TB,ARI,48.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:53:33-05:00
NFL1H,Rachaad White,RB,TB,ARI 1st Half,24.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:54:15-05:00
NFL,Leonard Fournette,RB,TB,ARI,19.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T16:45:54-05:00
NFL1H,Leonard Fournette,RB,TB,ARI 1st Half,9.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T18:44:23-05:00
NFL1H,Leonard Fournette,RB,TB,ARI 1st Half,5.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T16:20:04-05:00
NFL,Leonard Fournette,RB,TB,ARI,11.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:46:29-05:00
NFL1H,James Conner,RB,ARI,TB 1st Half,9.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:41:17-05:00
NFL,James Conner,RB,ARI,TB,17.5,Rush Attempts,,False,2022-12-25T20:20:00-05:00,2022-12-23T15:18:16-05:00
NFL1H,James Conner,RB,ARI,TB 1st Half,34.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-22T18:05:46-05:00
NFL,James Conner,RB,ARI,TB,69.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-22T18:05:46-05:00
NFL,James Conner,RB,ARI,TB,18.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:54:00-05:00
NFL1H,Mike Evans,WR,TB,ARI 1st Half,28.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:59:14-05:00
NFL,Mike Evans,WR,TB,ARI,56.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:59:14-05:00
NFL1H,Rachaad White,RB,TB,ARI 1st Half,5.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T17:40:01-05:00
NFL,Rachaad White,RB,TB,ARI,11,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:49:38-05:00
NFL1H,DeAndre Hopkins,WR,ARI,TB 1st Half,7.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:36:29-05:00
NFL1H,DeAndre Hopkins,WR,ARI,TB 1st Half,32.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-19T14:53:14-05:00
NFL,DeAndre Hopkins,WR,ARI,TB,65.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-19T13:14:19-05:00
NFL,DeAndre Hopkins,WR,ARI,TB,14.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:50:36-05:00
NFL,Michael Pittman Jr.,WR,IND,LAC,64.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T16:32:49-05:00
NFL1H,Michael Pittman Jr.,WR,IND,LAC 1st Half,32.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T20:13:04-05:00
NFL,Chris Godwin,WR,TB,ARI,15,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:58:46-05:00
NFL1H,Chris Godwin,WR,TB,ARI 1st Half,7.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:56:36-05:00
NFL,Chris Godwin,WR,TB,ARI,64.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T09:18:26-05:00
NFL1H,Chris Godwin,WR,TB,ARI 1st Half,32.5,Receiving Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T09:18:26-05:00
NFL1H,Parris Campbell,WR,IND,LAC 1st Half,18.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T21:51:23-05:00
NFL,Parris Campbell,WR,IND,LAC,36.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T21:38:27-05:00
NFL1H,Mike Evans,WR,TB,ARI 1st Half,6.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:56:36-05:00
NFL,Mike Evans,WR,TB,ARI,13,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:53:59-05:00
NFL,Alec Pierce,WR,IND,LAC,39.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T16:23:23-05:00
NFL,Trey McBride,TE,ARI,TB,6.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:01:23-05:00
NFL1H,Trey McBride,TE,ARI,TB 1st Half,3,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:03:33-05:00
NFL1H,Alec Pierce,WR,IND,LAC 1st Half,19.5,Receiving Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T16:28:08-05:00
NFL,Cade Otton,TE,TB,ARI,6,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:56:26-05:00
NFL,Leonard Fournette,RB,TB,ARI,63.5,Rush+Rec Yds,,False,2022-12-25T20:20:00-05:00,2022-12-23T15:08:19-05:00
NFL1H,Leonard Fournette,RB,TB,ARI 1st Half,20.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T15:11:40-05:00
NFL,Leonard Fournette,RB,TB,ARI,40.5,Rush Yards,,False,2022-12-25T20:20:00-05:00,2022-12-23T14:55:29-05:00
NFL1H,Cade Otton,TE,TB,ARI 1st Half,3,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:03:33-05:00
NFL,Matt Prater,K,ARI,TB,6.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:04:14-05:00
NFL,Ryan Succop,K,TB,ARI,6.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:59:50-05:00
NFL1H,Ryan Succop,K,TB,ARI 1st Half,3.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T15:28:51-05:00
NFL1H,Matt Prater,K,ARI,TB 1st Half,3.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T14:55:00-05:00
NFL,Buccaneers DST,DST,TB,ARI,6,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T03:13:17-05:00
NFL,Cardinals DST,DST,ARI,TB,4.5,Fantasy Score,,False,2022-12-25T20:20:00-05:00,2022-12-24T04:17:37-05:00
NFL,Justin Herbert,QB,LAC,IND,280.5,Pass Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T13:36:54-05:00
NFL,Nick Foles,QB,IND,LAC,0.5,INT,,False,2022-12-26T20:15:00-05:00,2022-12-23T13:58:53-05:00
NFL1H,Justin Herbert,QB,LAC,IND 1st Half,140.5,Pass Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T13:50:47-05:00
NFL,Nick Foles,QB,IND,LAC,230.5,Pass Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T13:42:28-05:00
NFL1H,Nick Foles,QB,IND,LAC 1st Half,115.5,Pass Yards,,False,2022-12-26T20:15:00-05:00,2022-12-23T13:48:07-05:00
NFL,Chargers DST,DST,LAC,IND,5.5,Fantasy Score,,False,2022-12-26T20:15:00-05:00,2022-12-24T03:11:14-05:00
NFL,Cameron Dicker,K,LAC,IND,1.5,FG Made,,False,2022-12-26T20:15:00-05:00,2022-12-23T14:21:39-05:00
NFL,Cameron Dicker,K,LAC,IND,7,Kicking Points,,False,2022-12-26T20:15:00-05:00,2022-12-23T14:21:04-05:00
NFL,Colts DST,DST,IND,LAC,4.5,Fantasy Score,,False,2022-12-26T20:15:00-05:00,2022-12-24T04:17:38-05:00
NFL,Jaylen Warren,RB,PIT,LV,37.5,Rush+Rec Yds,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:46:39-05:00
CFB,Max Duggan,QB,TCU,MICH,245.5,Pass Yards,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
CFB,Max Duggan,QB,TCU,MICH,20.5,Rush Yards,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
CFB,Max Duggan,QB,TCU,MICH,265.5,Pass+Rush Yds,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
CFB,Max Duggan,QB,TCU,MICH,20.5,Fantasy Score,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
CFB,Max Duggan,QB,TCU,MICH,20.5,Pass Completions,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
CFB,J.J. McCarthy,QB,MICH,TCU,200.5,Pass Yards,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:43-05:00
CFB,J.J. McCarthy,QB,MICH,TCU,14.5,Rush Yards,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:43-05:00
CFB,J.J. McCarthy,QB,MICH,TCU,214.5,Pass+Rush Yds,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:43-05:00
CFB,J.J. McCarthy,QB,MICH,TCU,16.5,Pass Completions,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:43-05:00
CFB,J.J. McCarthy,QB,MICH,TCU,16.5,Fantasy Score,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:43-05:00
CFB,Kendre Miller,RB,TCU,MICH,15.5,Fantasy Score,,False,2022-12-31T16:00:00-05:00,2022-12-21T08:50:13-05:00
