league,name,position,team,description,line_score,stat_type,flash_sale_line_score,is_promo,start_time,updated_at
NBA1H,Joel Embiid,C-F,PHI,NYK 1st Half,15.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:43:14-05:00
NBA,Joel Embiid,C-F,PHI,NYK,33.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:02:04-05:00
NBA,Joel Embiid,C-F,PHI,NYK,40.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:57:02-05:00
NBA,Joel Embiid,C-F,PHI,NYK,30.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:49:35-05:00
NBA,Joel Embiid,C-F,PHI,NYK,51.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:11-05:00
NBA,Joel Embiid,C-F,PHI,NYK,13.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:06:30-05:00
NBA1H,Joel Embiid,C-F,PHI,NYK 1st Half,25.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:46:39-05:00
NBA,Joel Embiid,C-F,PHI,NYK,44.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:51:52-05:00
NBA1H,Joel Embiid,C-F,PHI,NYK 1st Half,22.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:51:02-05:00
NBA,Joel Embiid,C-F,PHI,NYK,3.5,Assists,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:44:50-05:00
NBA,Joel Embiid,C-F,PHI,NYK,10,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:41:58-05:00
NBA,Nikola Jokic,C,DEN,PHX,25.5,Points,0.5,True,2022-12-25T22:30:00-05:00,2022-12-24T00:09:47-05:00
NBA,Julius Randle,F-C,NYK,PHI,36.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:52:53-05:00
NBA1H,Julius Randle,F-C,NYK,PHI 1st Half,18.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:12-05:00
CFB,Chase Cunningham,QB,MTS,SDSU,17.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:00:26-05:00
SOCCER,David Raya + Fraser Forster,GK,Brentford/Tottenham,Tottenham,6,Goalie Saves,,False,2022-12-26T07:30:00-05:00,2022-12-24T13:13:48-05:00
NBA,Julius Randle,F-C,NYK,PHI,24.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:42:49-05:00
SOCCER,Harry Kane,F,Tottenham,Brentford,0.5,Goals,,False,2022-12-26T07:30:00-05:00,2022-12-24T08:48:33-05:00
NBA,Julius Randle,F-C,NYK,PHI,40.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:39:15-05:00
NBA,Julius Randle,F-C,NYK,PHI,32.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:57:36-05:00
NBA,Julius Randle,F-C,NYK,PHI,9.5,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:41:25-05:00
SOCCER,Wilfried Zaha,F,Crystal Palace,Fulham,0.5,Goal + Assist,,False,2022-12-26T10:00:00-05:00,2022-12-24T09:11:31-05:00
NBA,Julius Randle,F-C,NYK,PHI,0.5,Steals,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:50:04-05:00
NBA,Julius Randle,F-C,NYK,PHI,27.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:02:04-05:00
CSGO,JamYoung,G,Rare Atom,TYLOO (Maps 1-2),37,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:16:23-05:00
NBA1H,Julius Randle,F-C,NYK,PHI 1st Half,12.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:46:26-05:00
CFB,Chase Cunningham,QB,MTS,SDSU,227.5,Pass Yards,,False,2022-12-24T20:00:00-05:00,2022-12-23T22:57:12-05:00
NBA,Julius Randle,F-C,NYK,PHI,13.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:14:10-05:00
NBA1H,Julius Randle,F-C,NYK,PHI 1st Half,20.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:44:14-05:00
CFB,Jalen Mayden,QB,SDSU,MTS,250.5,Pass Yards,,False,2022-12-24T20:00:00-05:00,2022-12-24T17:40:54-05:00
NBA,James Harden,G,PHI,NYK,26.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:01:17-05:00
NBA1H,James Harden,G,PHI,NYK 1st Half,21.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T15:00:37-05:00
CSGO,JamYoung,G,Rare Atom,TYLOO (Map 3),18.5,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T12:04:42-05:00
NBA1H,James Harden,G,PHI,NYK 1st Half,10.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:43:14-05:00
NBA,James Harden,G,PHI,NYK,42.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:11-05:00
NBA,James Harden,G,PHI,NYK,20.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:42:07-05:00
LoL,Yagao,MID,BLG,RNG (Maps 1-3),13,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:45:25-05:00
SOCCER,David Raya,GK,Brentford,Tottenham,3.5,Goalie Saves,,False,2022-12-26T07:30:00-05:00,2022-12-24T12:58:13-05:00
CFB,Jalen Mayden,QB,SDSU,MTS,17.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:05:49-05:00
AUSNBL,Rayjon Tucker,G,Melbourne United,Sydney Kings,17.5,Points,,False,2022-12-25T02:30:00-05:00,2022-12-24T12:57:57-05:00
AUSNBL,Rayjon Tucker,G,Melbourne United,Sydney Kings,26.5,Pts+Rebs+Asts,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:05:13-05:00
AUSNBL,Rayjon Tucker,G,Melbourne United,Sydney Kings,2.5,Assists,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:10:19-05:00
SOCCER,Aleksandar Mitrovic,F,Fulham,Crystal Palace,0.5,Goal + Assist,,False,2022-12-26T10:00:00-05:00,2022-12-24T09:07:16-05:00
SOCCER,Ivan Toney + Dejan Kulusevski,F,Brentford/Tottenham,Tottenham,0.5,Goals,,False,2022-12-26T07:30:00-05:00,2022-12-24T08:50:46-05:00
NBA,James Harden,G,PHI,NYK,6,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:42:21-05:00
NBA,James Harden,G,PHI,NYK,10,Assists,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:44:20-05:00
NBA,James Harden,G,PHI,NYK,36.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:52:15-05:00
NBA1H,James Harden,G,PHI,NYK 1st Half,18.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:12-05:00
NBA,James Harden,G,PHI,NYK,1.5,Blks+Stls,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:05:35-05:00
NBA,James Harden,G,PHI,NYK,16.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:02:03-05:00
NBA,James Harden,G,PHI,NYK,30.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:56:12-05:00
NBA1H,RJ Barrett,F-G,NYK,PHI 1st Half,17.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T15:02:02-05:00
CFB,Frank Peasant,RB,MTS,SDSU,19.5,Receiving Yards,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:11:01-05:00
NBA1H,RJ Barrett,F-G,NYK,PHI 1st Half,11.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:43:31-05:00
CFB,Frank Peasant,RB,MTS,SDSU,11.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:03:31-05:00
CFB,Frank Peasant,RB,MTS,SDSU,56.5,Rush Yards,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:03:17-05:00
NBA,RJ Barrett,F-G,NYK,PHI,29.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:01:48-05:00
NBA,RJ Barrett,F-G,NYK,PHI,23.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:42:12-05:00
AUSNBL,Derrick Walton Jr,G,Sydney Kings,Melbourne United,28.5,Pts+Rebs+Asts,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:45:55-05:00
NBA,RJ Barrett,F-G,NYK,PHI,32.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:57:36-05:00
AUSNBL,Derrick Walton Jr,G,Sydney Kings,Melbourne United,17.5,Points,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:57:32-05:00
AUSNBL,Derrick Walton Jr,G,Sydney Kings,Melbourne United,6.5,Assists,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:14:34-05:00
NBA,RJ Barrett,F-G,NYK,PHI,2.5,Turnovers,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:50:08-05:00
SOCCER,Fraser Forster,GK,Tottenham,Brentford,2.5,Goalie Saves,,False,2022-12-26T07:30:00-05:00,2022-12-24T12:58:13-05:00
CFB,Frank Peasant,RB,MTS,SDSU,75.5,Rush+Rec Yds,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:53:32-05:00
NBA,RJ Barrett,F-G,NYK,PHI,0.5,Steals,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:49:54-05:00
NBA,RJ Barrett,F-G,NYK,PHI,26.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:00:01-05:00
NBA1H,RJ Barrett,F-G,NYK,PHI 1st Half,16.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:12-05:00
SOCCER,Heung-Min Son + James Maddison,F/M,Tottenham/Leicester City,Brentford,0.5,Goals,,False,2022-12-26T07:30:00-05:00,2022-12-24T09:01:09-05:00
NBA,RJ Barrett,F-G,NYK,PHI,5.5,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:43:29-05:00
NBA,RJ Barrett,F-G,NYK,PHI,35.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:11-05:00
CSGO,advent,G,Rare Atom,TYLOO (Maps 1-2),27,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:20:47-05:00
SOCCER,Ivan Toney + Harvey Barnes,F,Brentford/Leicester City,Tottenham,0.5,Goals,,False,2022-12-26T07:30:00-05:00,2022-12-24T09:11:31-05:00
NBA,Tobias Harris,F,PHI,NYK,28.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:46:16-05:00
NBA1H,Tobias Harris,F,PHI,NYK 1st Half,14.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T15:19:37-05:00
AUSNBL,Chris Goulding,G,Melbourne United,Sydney Kings,22.5,Pts+Rebs+Asts,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:59:34-05:00
NBA,Tobias Harris,F,PHI,NYK,23.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:55:11-05:00
LoL,Elk,BOT,BLG,RNG (Maps 1-3),12,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:45:28-05:00
NBA,Tobias Harris,F,PHI,NYK,15.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:48:51-05:00
NBA,Tobias Harris,F,PHI,NYK,21.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:56:21-05:00
AUSNBL,Chris Goulding,G,Melbourne United,Sydney Kings,2.5,Assists,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:10:19-05:00
NBA,Tobias Harris,F,PHI,NYK,7.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:09:34-05:00
AUSNBL,Chris Goulding,G,Melbourne United,Sydney Kings,3.5,3-PT Made,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:33:43-05:00
NBA1H,Tobias Harris,F,PHI,NYK 1st Half,11.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:52:50-05:00
NBA1H,Tobias Harris,F,PHI,NYK 1st Half,7.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T00:49:35-05:00
AUSNBL,Chris Goulding,G,Melbourne United,Sydney Kings,16.5,Points,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:42:44-05:00
NBA,Tobias Harris,F,PHI,NYK,17.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:00:41-05:00
NBA,Jalen Brunson,G,NYK,PHI,29.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:55:11-05:00
CFB,Jaylin Lane,WR,MTS,SDSU,11.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:05:49-05:00
CFB,Jaylin Lane,WR,MTS,SDSU,54.5,Receiving Yards,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:03:31-05:00
AUSNBL,Dejan Vasiljevic,G,Sydney Kings,Melbourne United,11.5,Points,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:57:32-05:00
NBA,Jalen Brunson,G,NYK,PHI,20.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Jalen Brunson,G,NYK,PHI,26.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:00:01-05:00
NBA1H,Jalen Brunson,G,NYK,PHI 1st Half,10.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Jalen Brunson,G,NYK,PHI,6,Assists,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Jalen Brunson,G,NYK,PHI,23.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:59:34-05:00
NBA1H,Jalen Brunson,G,NYK,PHI 1st Half,17.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:50:28-05:00
NBA1H,Jalen Brunson,G,NYK,PHI 1st Half,14.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:12-05:00
NBA,Jalen Brunson,G,NYK,PHI,34.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:47:03-05:00
CSGO,advent,G,Rare Atom,TYLOO (Map 3),13.5,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:18:32-05:00
AUSNBL,Dejan Vasiljevic,G,Sydney Kings,Melbourne United,18.5,Pts+Rebs+Asts,,False,2022-12-25T02:30:00-05:00,2022-12-24T15:46:59-05:00
AUSNBL,Dejan Vasiljevic,G,Sydney Kings,Melbourne United,1.5,3-PT Made,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:33:17-05:00
AUSNBL,Marcus Lee,C,Melbourne United,Sydney Kings,17.5,Pts+Rebs+Asts,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:33:43-05:00
NBA1H,De'Anthony Melton,G,PHI,NYK 1st Half,12.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T16:41:11-05:00
CFB,Jesse Matthews,WR,SDSU,MTS,49.5,Receiving Yards,,False,2022-12-24T20:00:00-05:00,2022-12-24T13:29:28-05:00
AUSNBL,Marcus Lee,C,Melbourne United,Sydney Kings,7.5,Rebounds,,False,2022-12-25T02:30:00-05:00,2022-12-24T14:10:19-05:00
AUSNBL,Marcus Lee,C,Melbourne United,Sydney Kings,9.5,Points,,False,2022-12-25T02:30:00-05:00,2022-12-24T13:57:32-05:00
NBA,De'Anthony Melton,G,PHI,NYK,25.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:54-05:00
CFB,Jesse Matthews,WR,SDSU,MTS,10.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:05:49-05:00
LoL,Tangyuan,MID,RNG,BLG (Maps 1-3),8.5,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T15:13:36-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,17.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:39-05:00
NBA1H,Mitchell Robinson,C-F,NYK,PHI 1st Half,12.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T15:59:51-05:00
NBA1H,Mitchell Robinson,C-F,NYK,PHI 1st Half,3.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,7.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,16.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T04:00:59-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,0.5,Steals,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:51:47-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,25.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:45:28-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,9.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA1H,Mitchell Robinson,C-F,NYK,PHI 1st Half,8.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:54:12-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,8.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:57:43-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,0.5,Turnovers,,False,2022-12-25T12:10:00-05:00,2022-12-24T03:47:58-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,1.5,Blocked Shots,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:49:44-05:00
SOCCER,Callum Wilson + Allan Saint-Maximin,F,Newcastle United,Leicester City,0.5,Goals,,False,2022-12-26T10:00:00-05:00,2022-12-24T10:21:58-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,8.5,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
CSGO,Mercury,G,Rare Atom,TYLOO (Maps 1-2),39.5,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:21:32-05:00
CFB,Tyrell Shavers,WR,SDSU,MTS,10.5,Fantasy Score,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:05:49-05:00
CFB,Tyrell Shavers,WR,SDSU,MTS,54.5,Receiving Yards,,False,2022-12-24T20:00:00-05:00,2022-12-23T23:26:48-05:00
NBA,P.J. Tucker,F,PHI,NYK,10.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:27-05:00
LoL,ugly,BOT,RNG,BLG (Maps 1-3),10.5,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:45:32-05:00
NBA1H,P.J. Tucker,F,PHI,NYK 1st Half,5.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:46:02-05:00
CSGO,Mercury,G,Rare Atom,TYLOO (Map 3),19.5,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T15:07:29-05:00
SOCCER,Miguel Almiron + James Maddison,F/M,Newcastle United/Leicester City,Leicester City,0.5,Goals,,False,2022-12-26T10:00:00-05:00,2022-12-24T09:28:56-05:00
NBA1H,Quentin Grimes,G,NYK,PHI 1st Half,8.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
SOCCER,Callum Wilson + Harvey Barnes,F,Newcastle United/Leicester City,Leicester City,0.5,Goals,,False,2022-12-26T10:00:00-05:00,2022-12-24T10:24:02-05:00
NBA,Quentin Grimes,G,NYK,PHI,12.5,Pts+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Quentin Grimes,G,NYK,PHI,14.5,Pts+Rebs,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Quentin Grimes,G,NYK,PHI,5.5,Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Quentin Grimes,G,NYK,PHI,16.5,Pts+Rebs+Asts,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:26-05:00
NBA,Quentin Grimes,G,NYK,PHI,20.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:42:23-05:00
NBA,Quentin Grimes,G,NYK,PHI,10.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
NBA1H,Quentin Grimes,G,NYK,PHI 1st Half,5.5,Points,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
NBA,Quentin Grimes,G,NYK,PHI,3.5,Rebounds,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:32:27-05:00
NBA1H,Quentin Grimes,G,NYK,PHI 1st Half,10.5,Fantasy Score,,False,2022-12-25T12:10:00-05:00,2022-12-24T14:46:02-05:00
LoL,ucal,MID,TT,EDG (Maps 1-3),12,Kills,,False,2022-12-26T04:00:00-05:00,2022-12-24T11:45:35-05:00
SOCCER,Danny Ward + Nick Pope,GK,Leicester City/Newcastle United,Newcastle United,5.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T13:13:48-05:00
SOCCER,James Ward-Prowse + Darwin Nunez,M/F,Southampton/Liverpool,BHA,0.5,Goals,,False,2022-12-26T10:00:00-05:00,2022-12-24T09:01:09-05:00
CSGO,JamYoung,G,Rare Atom,TYLOO (Maps 1-2),22,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:44:32-05:00
SOCCER,Nick Pope,GK,Newcastle United,Leicester City,2.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:59:30-05:00
SOCCER,Mohamed Salah + Ollie Watkins,F,Liverpool/Aston Villa,Aston Villa,0.5,Goals,,False,2022-12-26T12:30:00-05:00,2022-12-24T08:54:02-05:00
CSGO,JamYoung,G,Rare Atom,TYLOO (Map 3),11,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T12:00:12-05:00
SOCCER,Danny Ward,GK,Leicester City,Newcastle United,3,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T13:49:26-05:00
LoL,huanfeng,BOT,TT,EDG (Maps 1-3),13,Kills,,False,2022-12-26T04:00:00-05:00,2022-12-24T11:45:37-05:00
SOCCER,Bukayo Saka + Martin Odegaard,M,Arsenal,West Ham United,0.5,Goals,,False,2022-12-26T15:00:00-05:00,2022-12-24T09:02:25-05:00
CSGO,advent,G,Rare Atom,TYLOO (Maps 1-2),14,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:21:03-05:00
LoL,Fisher,MID,EDG,TT (Maps 1-3),9.5,Kills,,False,2022-12-26T04:00:00-05:00,2022-12-24T11:45:39-05:00
CSGO,advent,G,Rare Atom,TYLOO (Map 3),7,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T16:47:15-05:00
LoL,Leave,BOT,EDG,TT (Maps 1-3),12.5,Kills,,False,2022-12-26T04:00:00-05:00,2022-12-24T11:54:10-05:00
CSGO,Mercury,G,Rare Atom,TYLOO (Maps 1-2),23,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T12:34:23-05:00
CSGO,Mercury,G,Rare Atom,TYLOO (Map 3),11.5,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:19:52-05:00
LoL,Yagao,MID,BLG,RNG (Map 4),4.5,Kills,,False,2022-12-25T07:00:00-05:00,2022-12-24T14:51:07-05:00
CSGO,Summer,G,TYLOO,Rare Atom (Maps 1-2),34.5,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:18:51-05:00
LoL,Elk,BOT,BLG,RNG (Map 4),4,Kills,,False,2022-12-25T07:00:00-05:00,2022-12-24T13:59:40-05:00
CSGO,Summer,G,TYLOO,Rare Atom (Map 3),17,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:18:32-05:00
SOCCER,Jordan Pickford + Jose Sa,GK,Everton/Wolverhampton,Wolverhampton,6,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T13:12:49-05:00
SOCCER,Jordan Pickford,GK,Everton,Wolverhampton,3,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:58:13-05:00
CSGO,DANK1NG,G,TYLOO,Rare Atom (Maps 1-2),41.5,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:16:39-05:00
SOCCER,Jose Sa,GK,Wolverhampton,Everton,3,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:58:13-05:00
LoL,Tangyuan,MID,RNG,BLG (Map 4),3,Kills,,False,2022-12-25T07:00:00-05:00,2022-12-24T13:55:20-05:00
CSGO,DANK1NG,G,TYLOO,Rare Atom (Map 3),20.5,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T16:02:46-05:00
LoL,ugly,BOT,RNG,BLG (Map 4),3.5,Kills,,False,2022-12-25T07:00:00-05:00,2022-12-24T13:55:20-05:00
CSGO,Freeman,G,TYLOO,Rare Atom (Maps 1-2),39.5,Kills,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:21:32-05:00
CSGO,Freeman,G,TYLOO,Rare Atom (Map 3),19.5,Kills,,False,2022-12-25T03:00:00-05:00,2022-12-24T15:52:58-05:00
LoL,ucal,MID,TT,EDG (Map 4),4,Kills,,False,2022-12-26T07:00:00-05:00,2022-12-24T13:59:40-05:00
NBA,Joel Embiid,C-F,PHI,NYK,9.5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:25:17-05:00
CSGO,Summer,G,TYLOO,Rare Atom (Maps 1-2),18,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:21:03-05:00
LoL,huanfeng,BOT,TT,EDG (Map 4),4.5,Kills,,False,2022-12-26T07:00:00-05:00,2022-12-24T14:51:07-05:00
NBA,Jalen Brunson,G,NYK,PHI,4,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:27:12-05:00
CSGO,Summer,G,TYLOO,Rare Atom (Map 3),9,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:17:43-05:00
NBA,James Harden,G,PHI,NYK,5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:27:24-05:00
LoL,Fisher,MID,EDG,TT (Map 4),3,Kills,,False,2022-12-26T07:00:00-05:00,2022-12-24T11:45:59-05:00
SOCCER,Vicente Guaita + Bernd Leno,GK,Crystal Palace/Fulham,Fulham,6,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T14:13:36-05:00
NBA,Julius Randle,F-C,NYK,PHI,4.5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:31:29-05:00
NBA,Tobias Harris,F,PHI,NYK,2,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:28:52-05:00
CSGO,DANK1NG,G,TYLOO,Rare Atom (Maps 1-2),14,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T11:41:21-05:00
LoL,Leave,BOT,EDG,TT (Map 4),4,Kills,,False,2022-12-26T07:00:00-05:00,2022-12-24T11:46:02-05:00
